key,input,probability
FJCDJOPKILSQQC-WUXMJOGZSA-N,C/C(=N\NC(N)=S)C1=CC=CC(N)=C1,0.06599938869476318
VVZCMIMCJKOCNN-UHFFFAOYSA-N,CC1=NC2=CC=C(NC(=O)C3=CC=CS3)C=C2S1,0.3521091938018799
DVTVJGRKHOHFDN-UHFFFAOYSA-N,COC1=CC=CC=C1CNC(=O)C1=CC=C(OCC2CCCO2)C=C1,0.5746102929115295
XTSDSKNXFWPJCS-NSHDSACASA-N,N#C[C@@H]1CCCN1C(=O)CNC(=O)C1=CC=NC2=CC=CC(Br)=C12,0.14039888978004456
MOUOMNBPAHLPSE-UHFFFAOYSA-N,CC1CCC2=C(SC=C2C(=O)NC2=C(F)C=C(F)C=C2Br)C1,0.5318108201026917
FFMAUIFUNZBCRQ-UHFFFAOYSA-N,CC1=CC=CC(NS(=O)(=O)C2=CC=C(C(=O)N3CCC3)C=C2)=C1C,0.039691805839538574
YWTJHJYWEVKHSQ-UHFFFAOYSA-N,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=C3C=CC(OC)=CC3=C2)C(C(=O)O)C1,0.03900718688964844
PRYDIUOIVPKNEW-CJLVFECKSA-N,C/C(=N\NC(=O)C1=CC=CN=C1)C1=CC=C(N2C(C)=CC=C2C)C=C1,0.048784881830215454
BVFBYUIDPPDGCS-UHFFFAOYSA-N,O=C(NCC=C(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(Cl)C=C1,0.6278124451637268
VWKMDRWBZTWKNM-UHFFFAOYSA-N,C=CCOC(=O)C1=CC=C(S(N)(=O)=O)C=C1,0.04154136776924133
PCKXOBFTBPFENG-UHFFFAOYSA-N,NC(=S)N1N=C(C2=CC=CC=C2O)CC1C1=CC=C(O)C=C1,0.040557295083999634
AJINREBJQTYYQG-UHFFFAOYSA-N,CCCC(=O)N1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1,0.037878066301345825
UXRUDFJTPABSNB-OYHNWAKOSA-N,CCOP(=O)(CC1=CC=CC=C1NC(=O)[C@H]1CC2=CC3=C(C=C2C(=O)[C@H](C)S1)OCO3)OCC,0.039217591285705566
XSEWDLLFUPPPPL-PYHSYOTJSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(OS(=O)(=O)O)=CC=C1OS(=O)(=O)O,0.5803045034408569
UOLWAWYOIVYEAT-IWIPYMOSSA-N,COC1=CC=C2C(=C1)C(/C=C1\OC3=CC(O)=CC(O)=C3C1=O)=C(C)N2CCN1CCN(C)CC1,0.12638792395591736
GOEVKCKHFBODJY-UHFFFAOYSA-N,CN1C(SCC(=O)NC2=CC=CC=C2Br)=NN=C1C1=CN=CC=N1,0.06994849443435669
XDXADVDZZWWNRR-UHFFFAOYSA-N,O=S(=O)(NCC1=CC=C(Cl)C=C1)C1=CC(Cl)=C(OC2=CC=CC(N3CCNCC3)=C2)S1,0.6555792689323425
QJNOZHZYQOMYHW-UHFFFAOYSA-N,O=C(CN1CCOCC1)NNC1=NC(C2=CC=CC=C2)=C2C=C(Br)C=CC2=N1,0.6133956909179688
VUISAJWDMBCIQP-UHFFFAOYSA-N,COC1=CC=C(C2=NN(CCCO)C(=O)C3CCCCC23)C=C1OC,0.04654282331466675
DUBHBBAOOPNWGQ-UHFFFAOYSA-N,Br.COC(=O)CN1C(=N)N(CCN2CCCCC2)C2=CC=CC=C12,0.6843289732933044
RIJGXYIRUNBEJG-UHFFFAOYSA-N,OC1=CC=C(CC2CCN(CCC#CC3=CC=CC=C3)CC2)C=C1,0.659884512424469
HDYLUQPADNVNQG-UHFFFAOYSA-N,COCCN1C(=O)C(C2=CN(C)C3=CC=CC=C23)=NC2=CN=C(OC3=CC=CC(Cl)=C3)N=C12,0.6118606925010681
NXBNYUSXDBHELA-DHZHZOJOSA-N,COC1=CC=C(/C=C/C(=O)C2=CC=CC=C2O)C=C1,0.07198500633239746
JGOMOURYXGBGLP-UHFFFAOYSA-N,COC1=CC(C2CC(C3=CC(OC)=C(OC)C(OC)=C3)=NN2C)=CC=C1O,0.09367725253105164
SIMOEFIOKHUVBO-UHFFFAOYSA-N,CC1(C)OCC2=C(NC3=NNC4=C(Cl)C=CC=C34)N=C(C3=C(C(F)F)NN=C3)N=C12,0.8327063918113708
XVPZRKIQCKKYNE-UHFFFAOYSA-N,CN1C(CC2=CC=CC=C2)=NC(=O)C2=CC=CC=C12,0.5799797773361206
UXLPJZGKAQRVTA-UHFFFAOYSA-N,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1,0.18995130062103271
CGTBRZZQACOTSR-LSQHKTNHSA-N,O=C1N=CC=CN1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12,0.042059093713760376
OYTZWPYVHBHOPU-SFHVURJKSA-N,CCC1=NC=CN1CC(=O)C1=CC=C(C2=CC=C(N3C[C@H](CN4C=CN=N4)OC3=O)C=C2F)C=N1,0.08988577127456665
QWMFOPZHDXETGS-ZVHZXABRSA-N,O=C(N/N=C/C1=CC=CC=N1)C1=CC(C2=CC=NC=C2)=NC2=CC=CC=C12,0.0520724356174469
RSZWMKSWYWFHMX-SANMLTNESA-N,CN(C)CCCN1C(=O)[C@H](CC2=CC=CC=C2)N(CC2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)C1=S,0.8438369035720825
KFGVJVJYLSWZJG-UHFFFAOYSA-N,CCC(CC1=CC=CC=C1)NC(=O)CN1N=C(C)N2C(=CC3=C2C=CO3)C1=O,0.09821152687072754
KBAQOTQHZALTMH-WPWMEQJKSA-N,CC1=CC=C(/C=N/NC(=O)CCN2CCN(C3=CC=NC4=CC(Cl)=CC=C34)CC2)C=C1,0.655555784702301
VJOLHYVXOROYEL-UHFFFAOYSA-N,CC1=NC2=CC=C(Cl)C=C2C(C2=CC=C(Cl)C=C2)N1CCN1CCCCC1,0.9252763390541077
NMXILYPHEODMRP-UHFFFAOYSA-N,O=C1C2C3C=CC(C3)C2C(=O)N1CCNC1=C2C(=NC3=CC=CC=C13)C=CC=C2,0.4351280927658081
ZYPFOSZGRDTEPJ-INIZCTEOSA-N,CN(C)C[C@H]1CCN2C(=C(C3=C(NC4=CC=CC=C4)C(=O)NC3=O)C3=CC=CC=C23)C1,0.47586122155189514
OOZYTONLGPPKPM-WJOKGBTCSA-N,O=C(N[C@H](CC1=CNC2=CC=CC=C12)C(=O)NC1=CC=NC=C1)C1=CC=C(N2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C=C1F,0.28783130645751953
OSLLJZQZZPCQEN-UHFFFAOYSA-N,CSC1=NC=C(Cl)C(C(=O)NC2=C(C(=O)C3=CC=C(Cl)C=C3)OC3=CC=CC=C23)=N1,0.6511774659156799
LVTFXXHFOAVFAJ-ZQBBOAKWSA-N,O=C(/C=C/C1=CC=CC=C1Cl)[C@@H]1[C@@H](C2=CC=CC=C2Cl)[C@@H]2CSCN2C12C(=O)NC1=CC=CC=C21,0.06854566931724548
VXEYXROSIMOFIS-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C2=C3C(=C(C4=CC=C(S(C)(=O)=O)C=C4)N2)C2CCC3C2)C=C1,0.6547242999076843
WLGSTVNPSKYNLO-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(CN(CC2=CC=CC3=CC=CC=C23)N2C=NN=C2)C=C1,0.6603105068206787
TZNQMGFEWYPGDR-UHFFFAOYSA-N,NC1=NC2=CC3=C(NC(NCCC4=CC=C(C(=O)O)C=C4)=N3)C=C2C(=O)N1,0.0439092218875885
MEXOOXQSKJQSPA-UHFFFAOYSA-N,CCOC(=O)C1=NOC2(C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C21,0.04005792737007141
ZRQUIFFSYFFJJZ-UHFFFAOYSA-N,O=C1NC2=CC=CC=C2/C1=N\NC(=O)C1=CC=CN=C1,0.06475728750228882
BFNQHIJJIFTQCT-UHFFFAOYSA-N,CC(O)(COC1=CC=C(F)C=C1F)C(=O)NC1=CC=C(C#N)C=C1C(F)(F)F,0.22953861951828003
NQEXFOOJALTUQI-UHFFFAOYSA-N,CC(CNC(=O)C1=CC=CC=C1)(CNC(=O)C1=CC=CC=C1)[N+](=O)[O-],0.35696959495544434
BAZIZFOLMQRGMR-UHFFFAOYSA-N,CC1=CC=C(N2C=CN3C(SC(C)C(=O)NC4=CC=C5C(=C4)OCCO5)=NN=C3C2=O)C=C1C,0.04208311438560486
BXZCHELXYNXCDS-UHFFFAOYSA-N,NC1=NN2C(=N1)NC(C1CC1)=C(CC1=CC=C(Cl)C(Cl)=C1)C2=O,0.6533201932907104
VYMNBUQVQUXHSM-UHFFFAOYSA-N,CCCN(CCC)C1=CC(C)=NC2=C(C3=NC=C(N=O)C=C3C)C(C)=NN12,0.6974856853485107
ULFGDQDWOJBMLY-YPMHNXCESA-N,CC1(C)OC2=C(SC(C#N)=C2)[C@@H](N2CCCC2=O)[C@@H]1O,0.04882615804672241
VACBNLGJAQMVJK-UKTHLTGXSA-N,O=C1NC2=CC=CC=C2/C1=C\C(=O)C1=CC=CC(Cl)=C1,0.2988628149032593
WTWJERJTGDRNRR-UHFFFAOYSA-N,NCCC[Se](=O)O,0.0566350519657135
BRAWSIIECGMQJC-UHFFFAOYSA-N,O=C(CCC(=O)N1CCN(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)NC1=CC=C2C=CC=CC2=C1,0.2647266983985901
LDXDMBVFSOGIIJ-NRXMAPPISA-N,COC1=CC=C(/N=C2C(=N/C3=CC=C(OC)C=C3)/N(C3=CC=CC=C3)C(=S)N/2N=C=C2SC3=CC=CC=C3N2C)C=C1,0.6531391143798828
IIRVXNJEGFDTAK-UHFFFAOYSA-N,O=C(CCN1C(=O)C2=CC=CC3=CC=CC(=C23)C1=O)NCC1=CC=CN=C1,0.07808449864387512
KJVFQLVWOAZHEV-UHFFFAOYSA-N,CCCCNC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CC1=CC=CO1)OCO3,0.20303672552108765
OXYCNDUOAUAOAC-IGMJJTELSA-N,COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCC3=CC=C(C)C=C3)N12,0.0784081220626831
QRYRSVDNNGPOCP-UHFFFAOYSA-N,C=CCNC(=O)C(C)(C(C)C)N(C(=O)C1=CC=CN=C1)C1CC1,0.06308117508888245
IUFLCCGSBWWBGH-UHFFFAOYSA-N,OC1=NC=C(OC2=CC=CC(C(F)(F)F)=C2)C=N1,0.040630728006362915
PRYSYKQNIPXASP-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)CSC1=NN=CN1N,0.042476773262023926
DCANEJPZBIAFRD-UHFFFAOYSA-N,CCOCCN1CCN(CC2=CN(C)N=C2)CC1C,0.058399736881256104
LYNBJSJVJXRVTC-BZSNNMDCSA-N,N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2=CC(=CC=C2)NC1=O,0.037896931171417236
KLUBFNJJJWONQA-UHFFFAOYSA-N,CC#CCOC1=CC=C(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)CC3=CC=NC=C3)C2)C=C1,0.06353092193603516
PIVPVCCOKPYBOP-FPLPWBNLSA-N,COC1=CC(/C=C\C2=CC=CC3=C2OC(=O)N3C)=CC(OC)=C1,0.4351280927658081
YPDMZTAHAUZDKO-JZBRPHLYSA-N,CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)C1=CSC(N)=N1)C1=CC(=O)C(O)=CN1O,0.03791922330856323
TUUDYGUVNIAEDD-UHFFFAOYSA-N,O=C(CN1CCNCC1)NCC1=CC=C2SC=CC2=C1,0.3580819368362427
MAECBKYPUBIHOI-UHFFFAOYSA-N,CC1=CC(C)=NC(NC(=O)NS(=O)(=O)OC2=CC=CC=C2C(=O)OC2=CC=CC=C2)=N1,0.06760281324386597
ZLJCOCPMGGSXRR-UHFFFAOYSA-N,O=C(O)C1CCN(C2=NC(C3=CC=C(Br)C=C3)=CS2)CC1,0.062428414821624756
KUGOSCGBFCSECZ-GQCTYLIASA-N,CO/C(O)=C/C1=NCCNC1=O,0.04024803638458252
OGUHXQFMLWUPCE-UHFFFAOYSA-N,COC(=O)C1=CC2=CC=C3C(=C2C(C2=CC=C4C(=C2)OCO4)=C1C(=O)OC)OCO3,0.22812411189079285
XDUMFDDLQURJLV-UHFFFAOYSA-N,S=C(NCCN1CCOCC1)NC1=CC=C2N=CN=C(NC3=CC=C(Cl)C=C3)C2=C1,0.5074709057807922
KIKGLPDJZDAKFB-UHFFFAOYSA-N,CCN(CC)C1=CC=C(CN2CCC(C(=O)NCC3=CC=C(C)C=C3)CC2)C=C1.O=C(O)C(=O)O,0.3307291269302368
SVRJEAMALKPJOQ-UHFFFAOYSA-N,O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)NC1=CC(F)=CC=C1F,0.060582756996154785
NDINQOKZIDQTBN-UHFFFAOYSA-N,O=C(OCC1=CC=CS1)C1=CC2=C(O1)C(=O)C1=CC=CC=C1C2=O,0.16873294115066528
ZYODXRYBYZMUNL-UHFFFAOYSA-N,COC(=O)CCC1=CC=C(C)C=C1,0.07939162850379944
QBDOFAGOTWCKQB-UHFFFAOYSA-N,COC1=CC=C(CN2C(NCCNC(=N)N)=NC(=O)N(CCC3=CC=CC=C3)C2=O)C=C1,0.6534504890441895
INNWZDNVOIAPRP-UHFFFAOYSA-N,CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1,0.04135885834693909
IDOHVXBVCIPPSW-HOTGVXAUSA-N,C[C@H]1COCCN1C1=NC(N2CCOC[C@@H]2C)=C2N=C(C3=CC=C(C4=NC=CN4)C=C3)NC2=N1,0.4351280927658081
KELKEHFTJFLDAM-UHFFFAOYSA-N,O=C(NC1=CC=C(OC(F)(F)F)C=C1)NC1COC2=CC=CC=C2C1,0.46971726417541504
RUGBZCTWKBEUNI-UHFFFAOYSA-N,CC1=CC(C)=NC(NC(=S)N2CCN(C3=CC=C4C=CC=CC4=C3)CC2)=C1,0.6553773880004883
OAVFKAHCLBNXSU-UHFFFAOYSA-N,CC1=NN=C(SC(C)C(=O)NC2=NC=CS2)S1,0.07089170813560486
QLPJOBBIJIWDOA-UHFFFAOYSA-N,NC1=C(C2=NC3=CC=CC=C3S2)C(=O)CN1NC(=O)C1=CNC2=CC=CC=C12,0.06569018959999084
JAURGPIILHRUCZ-WEVVVXLNSA-N,C/C(C#N)=C\C1=CC=C(C)C=C1Cl,0.6922274827957153
OYELBKDRZUAMQY-SHHOIMCASA-N,COC1=CC=C(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)N2C=CN=C2)C=C1,0.05785501003265381
DRHSVFXMBSQDIC-REZTVBANSA-N,O=C1NC2=CC=C(Cl)C=C2/C1=N/N=C/C1=CC=C(O)C(O)=C1,0.2035711407661438
MRMNCFGODMCHHJ-UHFFFAOYSA-N,CC1=NC(NC2=NC(O)=CC(CSC3=CC=C(Cl)C=C3)=N2)=NC2=CC=CC=C12,0.6462355852127075
PLZKIIULZQORTM-LLVNNSLESA-N,COC(=O)/C=C/OC[C@H]1OCCC[C@H]1O[Si](C)(C)C(C)(C)C,0.7720231413841248
WDXRGPWQVHZTQJ-WUNHTLNSSA-N,C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,0.04239332675933838
JMRQLQZCVRXVBF-DPQHJISKSA-N,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C,0.06004413962364197
PKSYYDVTKCWIMK-QJLXOANVSA-N,CO[C@]1(C2=CC(F)=CC(SC3=CC=C(/C(C)=N/O)C=C3)=C2)CCO[C@@H](C)C1,0.4413440227508545
ILBNDUAYPWIWNI-CYBMUJFWSA-N,CC1=C(C2=CC=NN2)SC2=C(N[C@@H]3CCNC3)N=C(C3=CC=NC=C3)N=C12,0.3468334674835205
ZCODZCCHEGPLFA-UHFFFAOYSA-N,CCC1C(=O)N2C=CSC2=[N+](CC2=CC=C(Cl)C=C2)C1=O,0.7960410714149475
DHJSIGLFEZHWTN-UHFFFAOYSA-N,COC1=CC2=C(C(C3=CC=CC(C4=CC=CC=N4)=C3)=C(C3=CC=CS3)C(=O)N2)C=C1OC,0.6381009817123413
VQKNVDMTYTWAPP-RGVLZGJSSA-N,COC1=CC=C(N2C(=O)CC(SC(=N)N/N=C(\C)C3=CC=CS3)C2=O)C=C1,0.40123608708381653
MHJKYBXJQUFCAY-UHFFFAOYSA-N,O=C1NC2=C(C(C3CCN(C4=CN=C(C(F)(F)F)C=N4)CC3)=NN2)C(O)(C(F)(F)F)C1O,0.04378479719161987
NWJKKFOUUINEJW-UHFFFAOYSA-N,O=C(C1=CC=CC(C2=CC=CC=C2F)=C1)N1CCC2=C(NC3=CC=CC=C23)C1,0.6109722852706909
YRMGHBRKSZQGFZ-BOXHHOBZSA-N,N=C(N)N1CCC[C@H]1C1=NC(C2=CC=C3C=C(OCC(=O)C4=CC=C(C(F)(F)F)C=C4)C=CC3=C2)=NO1.O=C(O)C(F)(F)F,0.6495382785797119
YFRICIADHZUKMP-UHFFFAOYSA-N,CCN(CC)CCN(CC)C1=CC=C2C=C(C(=N)N)C(=O)OC2=C1.Cl,0.8002473711967468
GZAPVKSQRTZSJU-UHFFFAOYSA-N,OC(CN1C=CN=C1)(C1=CC=C(F)C=C1)C1=CC=CC=C1C1=CC=NC=C1,0.681664764881134
GDYUSSFBUVJSFX-UHFFFAOYSA-N,CN(C1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=CC(C(=O)NC2=CC(Cl)=CN=N2)=C1,0.043039679527282715
ORPXEQOZVCQUKK-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)NC2=CC=C(C3=NN=C(SCC#N)N3C)C=C2)C=C1,0.08655932545661926
TXUWQECYFJZEMC-RBZQAINGSA-N,CCC(CC)O[C@@H]1C=C(C(=O)NCC2=CC=C(C3=CSC=C3)C=C2)C[C@H](N)[C@H]1NC(C)=O,0.48073887825012207
QWKYFMXJKILTAJ-LJQANCHMSA-N,CCCN(CCC)[C@H]1COC2=C(C=CC=C2C2=CC=C(OC)C=C2)C1,0.6612255573272705
NLHNOVPBFCSLAT-UHFFFAOYSA-N,CN1C(C(=O)NC2CCCC2)=NC(C2=CC=C(Cl)C=C2Cl)=C1C1=CC=C(Cl)C=C1,0.9161482453346252
JQAIMHGAEVVRTI-UHFFFAOYSA-N,CCCCN(CC1=CC=CC=C1C1=CC=CC=C1)C1=NC2=C3C(=CC=C2S1)CCCC3,0.6633648872375488
XFUKIAYRJVFVSZ-ZENAZSQFSA-N,CN1CCC(OC2=CC(CN3CC[C@H](NC(=O)C4=CC=C(Cl)C(Cl)=C4)C3)=CC=C2I)C1,0.5361642241477966
VLOMEILIKQSBAS-UHFFFAOYSA-N,COC1=CC(O)=C2C(=O)C=C(C(=O)NCCCCCCN(C)CC3=CC=CC=C3OC)OC2=C1,0.4253527820110321
GDNDXNUOEVYPDM-SDHOMARFSA-N,CCCN(CCC)C(=O)C1=CC(C)=CC(C(=O)N[C@@H](CC2=CC(F)=CC(F)=C2)[C@H](O)[C@@H]2NCCNC2=O)=C1,0.06396457552909851
PSFWRKAIDVJVPD-UHFFFAOYSA-N,N#CC1=CC=CC(NC(=O)NCCCN2CCC(CC3=CC=C(C(F)(F)F)C=C3)CC2)=C1,0.8410595059394836
QLXYYFOZLXUJSU-UHFFFAOYSA-N,CC1CCN(C(C2=CC=CC=C2)C2=C(O)N3C(=NC(C4=CC=CO4)=N3)S2)CC1,0.4351280927658081
HDWYPNVSPBUTCS-FTPOTTDRSA-N,CNC1=CC=CN=C1/C=N/NC(=S)N(C)C.Cl,0.1438802182674408
ZUOXMLSPIUSXPR-UHFFFAOYSA-N,COC1=CC=C(C(=O)NC2=C(C)N(COC3=CC=CC(C(F)(F)F)=C3)N=C2C)C=C1,0.22075709700584412
HRWPTRXVULGXJH-GEFPKZSYSA-N,NC/C=C\CN(CCF)C[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O,0.06964477896690369
KEOVOLZZHVJWJR-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=[N+]([O-])C2=CC(Cl)=C(Cl)C=C2[N+]([O-])=C1C1=CC=CC=C1,0.2898821532726288
DGBHLXYEPIJNFG-UHFFFAOYSA-N,CN1C(Cl)=C(C(=O)NC2=CC=C(Cl)C=C2)C2=CC=CC=C12,0.6200606226921082
BQVZICWQBFTOJX-QNDZYWSYSA-N,C[C@@H]1C[C@@](N)(C(=O)O)[C@@H]2[C@@H](C(=O)O)[C@H]12,0.04366251826286316
FRUDVXRUSIWXJO-UHFFFAOYSA-N,O=C1OC2=CC=CC=C2C(NC2=CC=C(OCCN3CCCC3)C=C2)=C1C1=CC=C(F)C=C1,0.6544482707977295
CMHQDSBIBSKHFP-UHFFFAOYSA-N,O=C(O)C1=CCCN(CCOC(C2=CC=C(C(F)(F)F)C=C2)C2=CC=C(C(F)(F)F)C=C2)C1,0.7926653623580933
MXVAYAXIPRGORY-UHFFFAOYSA-N,ClC1=CC(Cl)=CC(C2=CC(Cl)=C(Cl)C(Cl)=C2)=C1,0.6462007761001587
ZCMMWOVFLLUFDU-UHFFFAOYSA-N,CC1=CC2=C(N=C(CC3=CC=CC(Cl)=C3)O2)C(NCC(F)(F)C2=CC=CC=[N+]2[O-])=N1,0.6520498991012573
FZVSEIOEFSDZOA-UHFFFAOYSA-N,CC1=CC(SC2=C(O)OC(CCC3=C(C)SC=N3)(C(C)C)CC2=O)=C(C(C)(C)C)C=C1CO,0.5622797608375549
HULVBXHCFWOUHP-VHJOFQCFSA-N,NC(=O)OCCO[C@@H]1[C@H](O)[C@H](OC2=CC=C(I)C=C2)O[C@@H](COS(=O)(=O)C2=CC=C3C=CC=CC3=C2)[C@H]1O,0.6932497620582581
CDLQJUZZIBSLEZ-UHFFFAOYSA-N,COC1=CC=C(NC2=C(C3=CC=C(F)C=C3)N=C3N=C(C)C=C(C)N23)C=C1,0.6564279794692993
YQCHJORSBGANNU-UHFFFAOYSA-N,NC1CN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1,0.5594022274017334
ISDNLQZIXKBDQS-UHFFFAOYSA-N,CCCCN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)CC1=CC(Br)=CC=C1O,0.8975920677185059
QCOOGLXBUANRGO-MISDAEJGSA-N,CSC1=CC2=C(C(=O)C3=CC=C([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)C(O)=C3C2=O)[C@@]2(O)C(=O)C=C(C)C[C@@]12O,0.038762450218200684
WANUEHQHGBYBLT-UHFFFAOYSA-N,COC1=CC2=NC=NC(NC3=CC=C(Br)C=C3Cl)=C2C(OC)=C1OC,0.6538941264152527
FHIKEQNYVZSIEI-KYJUHHDHSA-N,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1)C(=O)NC(C)(C)C)N(C)CC1=CC=CC=C1Cl,0.6535458564758301
WCWQZLUHHJUUJM-UHFFFAOYSA-N,COC1=CC=C(CCNC2(C#N)CCCCC2)C=C1OC,0.41970786452293396
AFRLWULTPSQTJR-UHFFFAOYSA-N,CCOC(=O)N1C(=O)N(C2=CC=CC(C(F)(F)F)=C2)C2=C(C(=O)CC2)C1C1=CC=C(C#N)C=C1S(C)(=O)=O,0.04748907685279846
VZAJNAMCAWDCMR-UHFFFAOYSA-N,O=C1NC(=O)C2=C1C1=C(OC3=CC=CC=C3O1)C1=C2C2=CC(O)=CC=C2N1,0.041233837604522705
WYNUBLAIBVYKTR-UHFFFAOYSA-N,CC1=CC=C(CC(=O)N(C)CC2(O)CCCN(C3=CC=CC=N3)C2)S1,0.16834315657615662
WMHUNWSSFWGGDP-DEOSSOPVSA-N,CC1=NNC2=CC=C(C3=CN=CC(OC[C@@H](N)CC4=CC=CC(OCCN5CCOCC5)=C4)=C3)C=C12,0.3847777545452118
QFZMGUJABZECLU-XWDWZIQCSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C(=O)NCC1=CC=CC=N1,0.056107014417648315
XVOMFNLPAMISSW-UHFFFAOYSA-N,CCN(CCCN1CCCCC1)C1=CC(C)=NC(NC2=CC=C(C(F)(F)F)C=C2)=N1.O=C(O)C(F)(F)F,0.9266877174377441
PPCGMGHPTLIZSS-AUVZLTIHSA-N,COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=C(F)S5)C4)C[C@@H]3C(=O)O)C2=C1,0.06493869423866272
DOQVEVUPASOJLQ-KRWDZBQOSA-N,COC1=CC=C([C@H]2CC(=O)N(C3=CC=CC(NS(=O)(=O)C4=CC(Br)=C(Cl)S4)=C3)C2)C=C1OC1CCCC1,0.28944462537765503
XWVFBUOUWXGKIB-UHFFFAOYSA-N,CCN(C)C(=O)CN1CC(OC2=CC=CC(Cl)=C2)C1,0.7941391468048096
LDTYCPIQHHHNCK-UHFFFAOYSA-N,CC(C)OC1=CC=NC2=CC=C(C#CCNC(=O)C3=CC=CN(CC4=CC=C(F)C(F)=C4)C3=O)C=C12,0.06575748324394226
WLEPZPAKSFBFNK-UHFFFAOYSA-N,COC(=O)C1=C(O)C=C(O)C(Cl)=C1CCC(=O)N1CCC2=CC=CC=C12,0.3379557728767395
LONAMIOABDSPFE-UHFFFAOYSA-N,CCCNC(=O)C1=CC=NC(C2=CC=C(CNC3CC4=CC=CC=C4C3)C=C2)=C1.O=C(O)C(F)(F)F,0.10532966256141663
ADEZIYQYXOGZGX-BJMVGYQFSA-N,CN1C(=N)N/C(=C/C2=CNC3=CC=CC(Br)=C23)C1=O,0.24362397193908691
QYQVBGWDHQUXNU-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C(=O)N1CCCC1,0.0431058406829834
YULOHHJNVBWZFQ-IBGZPJMESA-N,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC1=CC=CC=C1,0.3355584144592285
WUVJSEREYUFVKJ-ZBJMMJAPSA-N,CC(C)(O)C1=CC=CC=C1CC[C@@H](SCC1(CC(=O)O)CC1)C1=CC=CC(/C=C/C2=NC(C3=CC=C(F)C=C3)=CS2)=C1,0.653103232383728
YIJBKFVBAAGOKC-UHFFFAOYSA-N,COC1=CC=C(NC(=S)/N=C(\N)NC2=NC(C)=C3C=CC=CC3=N2)C=C1,0.5446974039077759
HVGMAUSTZLWHEQ-PKTZIBPZSA-N,CC1=NN(C2=CC=CC=C2)C2=C1[C@@H](C1=CC=C(F)C=C1)[C@H](NC(=O)C1=CC=CC(C(F)(F)F)=C1)C(=O)N2,0.09575513005256653
PPVGQERWWBWIDQ-NKRMQULXSA-N,CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OS(=O)(=O)O)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCC(=O)N1CCCC1,0.04273676872253418
